Product Type,Product Name,Price,Material,Link,Informations
Sweatshirt,Sweat oversize,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1207462004.html,"['Pays d’origine du matériau\nBangladesh', 'Pays de fabrication\nBangladesh']"
Sweatshirt,Sweat imprimé,"25,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198281004.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Veste oversize imprimée avec capuche et zip,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1162937012.html,['Pays de fabrication\nChine']
Sweatshirt,Hoodie,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1187900002.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat à capuche,"19,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0456163060.html,['Pays de fabrication\nBangladesh\nChine']
Sweatshirt,Veste à capuche zippée,"39,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1223950003.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat court,"14,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1087281006.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste oversize zippée avec capuche,"19,99 €","[' Coton', ' Polyester', ' Viscose']",https://www2.hm.com/fr_fr/productpage.1222217001.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Polyester', ' Viscose']",https://www2.hm.com/fr_fr/productpage.0889828065.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat imprimé,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1100429024.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat imprimé,"29,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1222636001.html,['Pays de fabrication\nChine']
Sweatshirt,Hoodie oversize,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1089732005.html,['Pays de fabrication\nTurquie']
Sweatshirt,Pull en polaire avec poches,"39,99 €","[' Polyamide', ' Polyamide recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1155969003.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste à capuche zippée,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1213772003.html,"['Teinture\nChine', 'Fabrication\nIndonésie']"
Sweatshirt,Hoodie oversize,"39,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1217813001.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat oversize imprimé,"35,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1222633002.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat oversize imprimé,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1198282006.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1143405024.html,"['Pays d’origine du matériau\nBangladesh', 'Pays de fabrication\nBangladesh']"
Sweatshirt,Sweat oversize avec col zippé,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198426003.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat imprimé,"25,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198281007.html,['Pays de fabrication\nBangladesh']
